MSSubClass,Utilities,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallCond,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinType2,BsmtFinSF2,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BsmtHalfBath,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageType,GarageQual,GarageCond,PavedDrive,MiscVal,EnclosedPorch,SalePrice
60,AllPub,NridgHt,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Ex,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,BuiltIn,TA,TA,Y,0,0,380000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,297000
30,AllPub,OldTown,Norm,Norm,1Fam,1Story,7,Stucco,Stucco,TA,TA,BrkTil,Fa,TA,Rec,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,89471
20,AllPub,NridgHt,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,326000
20,AllPub,NridgHt,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,374000
70,AllPub,OldTown,Norm,Norm,1Fam,2Story,8,Stucco,Stucco,Gd,TA,PConc,TA,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Min2,Gd,Attchd,Fa,Fa,Y,0,0,155000
120,AllPub,Mitchel,Norm,Norm,Twnhs,1Story,5,VinylSd,VinylSd,TA,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,164000
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,7,HdBoard,Plywood,TA,Gd,CBlock,TA,TA,ALQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,NA,Detchd,TA,TA,Y,0,0,132500
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,7,MetalSd,MetalSd,Gd,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,120,147000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,7,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,156000
20,AllPub,NWAmes,Norm,Norm,1Fam,1Story,6,Plywood,Plywood,TA,TA,CBlock,Gd,TA,ALQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,175000
190,AllPub,OldTown,Norm,Norm,2fmCon,1.5Fin,4,Wd Sdng,Wd Sdng,TA,Fa,CBlock,TA,Fa,BLQ,Unf,0,GasA,TA,N,FuseA,0,0,2,TA,Mod,Gd,Attchd,TA,Fa,N,0,0,160000
180,AllPub,MeadowV,Norm,Norm,Twnhs,SFoyer,8,CemntBd,CmentBd,TA,Gd,CBlock,Gd,TA,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,86000
160,AllPub,MeadowV,Norm,Norm,TwnhsE,2Story,6,CemntBd,CmentBd,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Gd,BuiltIn,TA,TA,Y,0,0,115000
50,AllPub,NAmes,Artery,Norm,1Fam,1.5Fin,7,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,BLQ,Rec,165,GasA,TA,Y,FuseA,0,0,1,Fa,Typ,TA,Attchd,TA,TA,Y,0,32,133000
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,172785
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,BrkFace,Wd Sdng,TA,TA,CBlock,TA,TA,BLQ,LwQ,532,GasA,TA,Y,FuseA,0,0,1,TA,Typ,Fa,Detchd,TA,TA,Y,0,0,155000
30,AllPub,OldTown,Artery,Norm,1Fam,1Story,8,MetalSd,MetalSd,TA,TA,BrkTil,Fa,TA,Unf,Unf,0,GasA,Gd,Y,FuseA,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,80,91300
30,AllPub,IDOTRR,Norm,Norm,1Fam,1Story,5,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,TA,N,FuseA,0,0,1,TA,Typ,NA,NA,NA,NA,N,0,115,34900
20,AllPub,NoRidge,Norm,Norm,1Fam,1Story,5,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,291,430000
50,AllPub,BrkSide,Norm,Norm,1Fam,1.5Fin,6,Wd Sdng,Wd Sdng,TA,Gd,PConc,TA,TA,Rec,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,N,0,0,184000
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,7,HdBoard,HdBoard,TA,TA,PConc,TA,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,130000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,7,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,BLQ,LwQ,279,GasA,Fa,Y,SBrkr,0,1,1,TA,Typ,NA,Attchd,TA,TA,Y,480,0,120000
160,AllPub,BrDale,Norm,Norm,Twnhs,2Story,5,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,113000
60,AllPub,Somerst,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,226700
20,AllPub,Edwards,Feedr,Norm,1Fam,1Story,7,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,ALQ,GLQ,96,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,Fa,Fa,Y,400,184,140000
20,AllPub,Crawfor,Norm,Norm,1Fam,1Story,8,BrkFace,Wd Sdng,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,289000
160,AllPub,NPkVill,Norm,Norm,TwnhsE,2Story,5,Plywood,Brk Cmn,TA,TA,CBlock,TA,TA,ALQ,Rec,495,GasA,TA,Y,SBrkr,0,1,1,TA,Typ,Fa,Attchd,TA,TA,Y,0,0,147000
90,AllPub,OldTown,Artery,Norm,Duplex,2Story,5,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,2,TA,Typ,NA,Detchd,TA,TA,N,0,0,124500
60,AllPub,SawyerW,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,215000
20,AllPub,Somerst,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,208300
70,AllPub,OldTown,Norm,Norm,1Fam,2Story,9,MetalSd,MetalSd,TA,Ex,BrkTil,TA,TA,Rec,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Detchd,TA,TA,N,0,116,161000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,124500
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,7,Wd Sdng,Wd Sdng,Gd,TA,CBlock,TA,TA,BLQ,Rec,180,GasA,Ex,Y,SBrkr,0,0,1,TA,Min1,TA,CarPort,TA,TA,Y,2000,0,164900
120,AllPub,NridgHt,Norm,Norm,TwnhsE,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,202665
20,AllPub,NAmes,Feedr,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,BLQ,LwQ,174,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,129900
20,AllPub,Mitchel,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,Gd,PConc,TA,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,158,134000
45,AllPub,Crawfor,Norm,Norm,1Fam,1.5Unf,5,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,Unf,Unf,0,Grav,Fa,N,SBrkr,0,0,1,TA,Typ,NA,Detchd,Po,Po,Y,0,112,96500
20,AllPub,NridgHt,Norm,Norm,1Fam,1Story,5,CemntBd,CmentBd,Ex,TA,CBlock,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,402861
80,AllPub,NWAmes,Norm,Norm,1Fam,SLvl,6,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,158000
60,AllPub,NoRidge,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,265000
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,211000
70,AllPub,Crawfor,Norm,Norm,1Fam,2Story,9,MetalSd,MetalSd,Gd,TA,BrkTil,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Detchd,TA,TA,Y,0,0,234000
190,AllPub,OldTown,Norm,Norm,2fmCon,2Story,7,MetalSd,MetalSd,TA,TA,BrkTil,NA,NA,NA,NA,0,GasA,TA,N,FuseA,0,0,2,TA,Typ,NA,NA,NA,NA,N,0,210,106250
20,AllPub,NAmes,Feedr,Norm,1Fam,1Story,6,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Ex,Y,FuseA,0,0,1,TA,Typ,Gd,Attchd,TA,TA,Y,0,0,150000
50,AllPub,BrkSide,Feedr,Norm,1Fam,1.5Fin,7,CemntBd,CmentBd,TA,Gd,CBlock,TA,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,Gd,Detchd,TA,TA,Y,0,36,159000
60,AllPub,Edwards,PosN,PosN,1Fam,2Story,5,CemntBd,CmentBd,Ex,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,BuiltIn,TA,TA,Y,0,0,184750
60,AllPub,NoRidge,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,315750
20,AllPub,Somerst,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,176000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,7,Wd Sdng,Wd Sdng,TA,TA,CBlock,Gd,TA,Rec,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,156,132000
60,AllPub,NridgHt,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,446261
30,AllPub,Edwards,Norm,Norm,1Fam,1Story,7,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,NA,NA,NA,N,0,144,86000
20,AllPub,Crawfor,Norm,Norm,1Fam,1Story,3,Wd Sdng,Stone,Gd,TA,PConc,TA,TA,Rec,Unf,0,GasA,TA,Y,SBrkr,0,0,2,TA,Maj1,TA,Attchd,TA,TA,Y,0,200,200624
80,AllPub,Timber,Norm,Norm,1Fam,SLvl,5,HdBoard,HdBoard,Gd,TA,CBlock,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Fa,Attchd,TA,TA,Y,0,0,175000
70,AllPub,BrkSide,RRNn,Feedr,1Fam,2Story,8,Wd Sdng,Wd Sdng,TA,TA,BrkTil,Fa,Fa,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,Fa,Y,0,84,128000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,7,VinylSd,VinylSd,TA,TA,Slab,NA,NA,NA,NA,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Mod,Po,Detchd,TA,TA,Y,0,0,107500
20,AllPub,BrkSide,Norm,Norm,1Fam,1Story,3,VinylSd,VinylSd,Fa,Fa,Slab,NA,NA,NA,NA,0,GasA,Fa,N,FuseF,0,0,1,Fa,Typ,NA,NA,NA,NA,N,0,0,39300
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,Gd,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,178000
190,AllPub,Edwards,Norm,Norm,2fmCon,2Story,7,MetalSd,MetalSd,TA,TA,CBlock,Gd,TA,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,NA,NA,NA,N,0,148,107500
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,188000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,111250
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,Plywood,Plywood,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Fa,Attchd,TA,TA,Y,0,0,158000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,2000,0,272000
20,AllPub,Timber,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,315000
60,AllPub,NoRidge,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,BuiltIn,TA,TA,Y,0,0,248000
20,AllPub,NWAmes,RRAn,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,LwQ,GLQ,1127,GasA,Ex,Y,SBrkr,0,0,1,Gd,Maj1,TA,Attchd,TA,TA,Y,0,0,213250
120,AllPub,NAmes,Norm,Norm,TwnhsE,SFoyer,5,MetalSd,MetalSd,TA,TA,PConc,Gd,TA,GLQ,LwQ,139,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,133000
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,Gd,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,179665
50,AllPub,NWAmes,Norm,Norm,1Fam,1.5Fin,5,HdBoard,HdBoard,Gd,Gd,PConc,Gd,Gd,GLQ,LwQ,202,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,229000
50,AllPub,BrkSide,Norm,Norm,1Fam,1.5Fin,7,BrkFace,Wd Sdng,TA,TA,BrkTil,Gd,TA,Rec,Unf,0,GasA,Ex,Y,FuseA,0,0,1,TA,Typ,Gd,Detchd,TA,TA,Y,0,0,210000
85,AllPub,Mitchel,Norm,Norm,1Fam,SFoyer,7,VinylSd,VinylSd,TA,Gd,CBlock,Gd,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,129500
20,AllPub,OldTown,Feedr,RRNn,1Fam,1Story,7,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,LwQ,Rec,645,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,125000
60,AllPub,Somerst,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,BuiltIn,TA,TA,Y,0,0,263000
120,AllPub,NPkVill,Norm,Norm,TwnhsE,1Story,6,Plywood,Plywood,TA,TA,CBlock,Gd,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,140000
20,AllPub,OldTown,Norm,Norm,1Fam,1Story,6,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Gd,Y,FuseA,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,112500
20,AllPub,NridgHt,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,255500
20,AllPub,Edwards,Feedr,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,TA,CBlock,NA,NA,NA,NA,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Detchd,TA,TA,N,0,0,108000
60,AllPub,NridgHt,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,BuiltIn,TA,TA,Y,0,0,284000
45,AllPub,BrkSide,Norm,Norm,1Fam,1.5Unf,6,MetalSd,MetalSd,TA,TA,BrkTil,TA,Fa,Unf,Unf,0,GasA,TA,Y,FuseA,0,0,1,TA,Typ,Gd,Detchd,TA,TA,Y,0,116,113000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,TA,Y,FuseA,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,141000
50,AllPub,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,CarPort,TA,TA,Y,0,120,108000
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,1,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,175000
120,AllPub,Blmngtn,Norm,Norm,TwnhsE,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,234000
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,6,Wd Sdng,Wd Sdng,TA,TA,CBlock,Gd,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Mod,Gd,Detchd,TA,TA,Y,0,0,121500
20,AllPub,Mitchel,Norm,Norm,1Fam,1Story,5,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,ALQ,LwQ,123,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,170000
30,AllPub,Edwards,Norm,Norm,1Fam,1Story,6,WdShing,Wd Shng,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,Gd,NA,NA,NA,Y,0,0,108000
50,AllPub,Edwards,Norm,Norm,1Fam,1.5Fin,7,Wd Sdng,Wd Sdng,TA,TA,BrkTil,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,Gd,Detchd,TA,TA,N,0,0,185000
60,AllPub,NoRidge,Norm,Norm,1Fam,2Story,5,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,268000
70,AllPub,SWISU,Norm,Norm,1Fam,2Story,4,Wd Sdng,Wd Sdng,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,TA,N,FuseF,0,0,1,Fa,Typ,NA,Detchd,TA,TA,Y,0,136,128000
60,AllPub,StoneBr,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,Gd,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,BuiltIn,TA,TA,Y,0,0,325000
20,AllPub,NridgHt,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,214000
50,AllPub,SawyerW,Norm,Norm,1Fam,1.5Fin,8,Wd Sdng,Wd Sdng,Gd,TA,CBlock,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Min2,Gd,BuiltIn,Gd,TA,Y,0,0,316600
90,AllPub,NAmes,Norm,Norm,Duplex,SFoyer,5,MetalSd,MetalSd,TA,TA,CBlock,Gd,TA,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Detchd,TA,TA,Y,0,0,135960
90,AllPub,NAmes,Norm,Norm,Duplex,1Story,5,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,LwQ,Unf,0,GasA,TA,Y,SBrkr,0,0,2,TA,Typ,NA,Detchd,TA,TA,Y,0,0,142600
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,WdShing,Wd Shng,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,120000
60,AllPub,Timber,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,TA,TA,PConc,Ex,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,224500
80,AllPub,Gilbert,Norm,Norm,1Fam,SLvl,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,TA,BuiltIn,TA,TA,Y,0,0,170000
80,AllPub,NAmes,Norm,Norm,1Fam,SLvl,7,MetalSd,AsphShn,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,1,1,TA,Typ,NA,BuiltIn,TA,TA,Y,0,0,139000
50,AllPub,NAmes,Norm,Norm,1Fam,1.5Fin,5,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,102,118500
50,AllPub,SWISU,Norm,Norm,1Fam,1.5Fin,7,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,1,1,TA,Typ,Gd,Detchd,TA,TA,Y,0,0,145000
80,AllPub,Sawyer,Norm,Norm,1Fam,SLvl,6,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,LwQ,ALQ,551,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,Fa,Attchd,TA,TA,Y,0,240,164500
160,AllPub,Somerst,Norm,Norm,TwnhsE,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Detchd,TA,TA,Y,0,0,146000
50,AllPub,OldTown,Norm,Norm,1Fam,1.5Fin,5,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,Unf,Unf,0,GasA,Ex,N,FuseF,0,0,1,TA,Typ,NA,Attchd,Fa,TA,Y,0,0,131500
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,BLQ,Rec,219,GasA,Ex,Y,SBrkr,0,1,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,181900
20,AllPub,NridgHt,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,253293
90,AllPub,Edwards,Norm,Norm,Duplex,SFoyer,5,HdBoard,HdBoard,TA,Gd,CBlock,Gd,TA,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,NA,NA,NA,Y,0,0,118500
75,AllPub,OldTown,Artery,PosA,1Fam,2.5Unf,9,Wd Sdng,Wd Sdng,Ex,Ex,BrkTil,TA,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,Gd,Detchd,Gd,TA,Y,0,0,325000
